name,systematic name,InChIKey,SMILES,PDB,LIG,Resolution,R-factor,Deposition Date
"[6,7-BIS(2-METHOXY-ETHOXY)QUINAZOLINE-4-YL]-(3-ETHYNYLPHENYL)AMINE","N-(3-ethynylphenyl)-6,7-bis(2-methoxyethoxy)quinazolin-4-amine",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C,1M17,AQ4,2.6,0.251,2002-06-17
